C09CA03,VALSARTAN,30419,"VALSARTAN EG 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30420,"VALSARTAN EG 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30421,"VALSARTAN ISD 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30422,"VALSARTAN ISD 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30423,"VALSARTAN ISD 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30424,"VALSARTAN RTP 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30425,"VALSARTAN RTP 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30426,"VALSARTAN RTP 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30427,"VALSARTAN RBX 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30430,"VALSARTAN RBX 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30431,"VALSARTAN RBX 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30432,"VALSARTAN SDZ 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30433,"VALSARTAN SDZ 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30434,"VALSARTAN SDZ 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30439,"VALSARTAN TVC 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30440,"VALSARTAN TVC 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30441,"VALSARTAN TVC 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30442,"VALSARTAN ZEN 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30443,"VALSARTAN ZEN 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30444,"VALSARTAN ZEN 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30447,"VALSARTAN ZYF 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30448,"VALSARTAN ZYF 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30449,"VALSARTAN ZYF 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30477,"VALSARTAN PHR 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30478,"VALSARTAN PHR 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30479,"VALSARTAN PHR 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30877,"VALSARTAN EVO 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30878,"VALSARTAN EVO 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,30879,"VALSARTAN EVO 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,31855,"VALSARTAN CRT 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,31858,"VALSARTAN CRT 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,31862,"VALSARTAN CRT 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,32157,"VALSARTAN KRK 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,32158,"VALSARTAN KRK 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,32159,"VALSARTAN KRK 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,34709,"VALSARTAN ALT 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,34711,"VALSARTAN ALT 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,34712,"VALSARTAN AHCL 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,34715,"VALSARTAN AHCL 80MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,34716,"VALSARTAN AHCL 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,36470,"VALSARTAN MYP 160MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,36646,"VALSARTAN MYP 40MG CPR",COMPRIME,ORALE
C09CA03,VALSARTAN,36691,"VALSARTAN MYP 80MG CPR",COMPRIME,ORALE
